uuid,Last Credentialed Scan,repository,operatingSystem,pluginID,pluginName,firstSeen,lastSeen,sourcetype,Level,cve
10000asas0000234,1/7/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/21/2022,1/28/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000235,1/11/2022,Network Equipment,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000236,2022-01-10 2022-01-18,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000237,1/11/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000238,1/10/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000239,1/12/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000240,1/17/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/10/2022,1/17/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000241,1/28/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/14/2021,1/28/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000242,1/12/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000243,1/12/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/30/2022,1/30/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000244,1/18/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000245,1/12/2022,Network Equipment,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000246,1/12/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000247,1/13/2022,Workstations,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/20/2022,1/27/2022,vulnerability:remediated,High,CVE-0000-0000
10000asas0000248,1/13/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/21/2022,1/21/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000249,1/17/2022,Servers,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/17/2022,1/31/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000250,1/18/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000251,1/14/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Windows Speculative Execution Configuration Check,1/14/2021,1/28/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000252,1/14/2022,Servers,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Google Chrome < 97.0.4692.99 Multiple Vulnerabilities,1/21/2022,1/28/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000253,1/3/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/17/2022,1/31/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000254,1/13/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/13/2022,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000255,1/18/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,High,CVE-0000-0000
10000asas0000256,1/21/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/21/2022,1/21/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000257,1/5/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/30/2022,1/30/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000258,1/14/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/28/2022,1/31/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000259,1/19/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,High,CVE-0000-0000
10000asas0000260,1/17/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/17/2022,1/31/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000261,1/7/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/28/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000262,1/5/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/21/2022,1/21/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000263,1/25/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000264,1/27/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/13/2022,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000265,1/19/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000266,1/19/2022,Network Equipment,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000267,1/25/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000268,1/5/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000269,1/20/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/13/2022,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000270,1/13/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/24/2022,1/31/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000271,1/18/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000272,1/21/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/21/2022,1/28/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000273,1/4/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000274,1/25/2022,Workstations,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,Windows Speculative Execution Configuration Check,1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000275,1/25/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000276,1/28/2022,Network Equipment,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/21/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000277,1/10/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000278,1/7/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000279,1/11/2022,Workstations,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000280,1/14/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000281,1/18/2022,Servers,Linux Kernel 3.10.0-1160.36.2.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000282,1/18/2022,Servers,Linux Kernel 4.14.35-2047.500.9.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000283,1/4/2022,Servers,Linux Kernel 4.18.0-240.22.1.el8_3.x86_64 on Oracle Linux Server release 8.3,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000284,1/3/2022,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000285,1/27/2022,Servers,Linux Kernel 2.6.32-754.35.1.0.5.el6.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),12/8/2020,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000286,1/5/2022,Workstations,Linux Kernel 4.1.12-124.59.1.2.el6uek.x86_64 on Oracle Linux Server release 6.10,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000287,1/26/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/11/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000288,1/5/2022,Workstations,Linux Kernel 3.10.0-1160.45.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000289,1/24/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/12/2022,1/24/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000290,1/18/2022,Workstations,Linux Kernel 4.14.35-2047.505.4.3.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000291,1/4/2022,Network Equipment,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/12/2022,1/24/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000292,1/26/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/12/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000293,1/10/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000294,1/12/2022,Workstations,Microsoft Windows Server 2016 Datacenter,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/19/2022,1/26/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000295,1/19/2022,Servers,Microsoft Windows Server 2019 Datacenter,1230123,Security Updates for Microsoft Word Products (January 2022),1/12/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000296,1/27/2022,Servers,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Microsoft Windows Codecs Library RCE (January 2022),1/13/2022,1/27/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000"
10000asas0000297,1/26/2022,Servers,Microsoft Windows Server 2016 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/12/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000298,1/21/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/20/2022,1/28/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000299,1/18/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),12/20/2021,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000300,1/5/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/15/2021,1/27/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000301,1/13/2022,Network Equipment,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/20/2022,1/28/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000302,1/26/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000303,1/19/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000304,1/10/2022,Workstations,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),12/15/2021,1/18/2022,vulnerability:open,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000305,1/4/2022,Servers,Microsoft Windows 10 Enterprise,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000306,1/25/2022,Servers,Linux Kernel 4.18.0-348.el8.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : httpd (ELSA-2022-0143),1/18/2022,1/25/2022,vulnerability:remediated,Low,CVE-0000-0000
10000asas0000307,1/20/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/20/2022,1/27/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000308,1/26/2022,Servers,Linux Kernel 4.14.35-2047.510.4.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/19/2022,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000"
10000asas0000309,1/11/2022,Servers,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/20/2021,1/26/2022,vulnerability:remediated,Low,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000310,1/19/2022,Servers,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009546: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/12/2022,1/26/2022,vulnerability:remediated,High,CVE-0000-0000
10000asas0000311,1/25/2022,Workstations,Linux Kernel 5.4.17-2136.302.6.1.el7uek.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/18/2022,1/25/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000312,1/12/2022,Workstations,Linux Kernel 4.18.0-348.7.1.el8_5.x86_64 on Oracle Linux Server release 8.5,1230123,Oracle Linux 8 : kernel (ELSA-2022-0188),1/21/2022,1/28/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000313,2022-01-03 2022-01-04 2022-01-05 2022-01-20,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/20/2022,1/28/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000314,1/19/2022,Workstations,Linux Kernel 3.10.0-1160.53.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Oracle Linux 8 : java-11-openjdk (ELSA-2022-0185),1/19/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000315,1/27/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Security Updates for Microsoft Word Products (January 2022),11/13/2021,1/27/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000316,1/25/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,Medium,CVE-0000-0000
10000asas0000317,1/13/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),12/8/2020,1/27/2022,vulnerability:open,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000318,1/4/2022,Workstations,Linux Kernel 3.10.0-1160.49.1.el7.x86_64 on Oracle Linux Server release 7.9,1230123,Security Updates for Microsoft Word Products (January 2022),1/18/2022,1/25/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000"
10000asas0000319,1/12/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,Microsoft Edge (Chromium) < 97.0.1072.69 Multiple Vulnerabilities,1/12/2022,1/26/2022,vulnerability:remediated,High,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000320,1/21/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009545: Windows 10 Version 1607 and Windows Server 2016 Security Update (January 2022),1/21/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000321,1/4/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/12/2022,1/26/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000322,1/12/2022,Workstations,Microsoft Windows Server 2012 R2 Datacenter,1230123,Oracle Linux 7 : polkit (ELSA-2022-0274),1/19/2022,1/28/2022,vulnerability:remediated,Medium,"CVE-0000-0000,CVE-0000-0000,CVE-0000-0000,CVE-0000-0000"
10000asas0000323,1/27/2022,Workstations,Microsoft Windows Server 2019 Datacenter,1230123,KB5009557: Windows 10 Version 1809 and Windows Server 2019 Security Update (January 2022),1/31/2022,1/31/2022,vulnerability:open,Medium,"CVE-0000-0000,CVE-0000-0000"
